0.02200352	0.018226314	-0.00015169382	-0.023188973	0.013424251	-0.008465897	-0.010696612	0.040105257
0.29585466	-0.2503675	-0.1941034	0.22917663	0.20141931	0.32650584	0.22841337	-0.18993658
-0.2316302	0.20316374	0.2205736	-0.2656266	-0.13061225	-0.20873216	-0.22637624	0.25771534
0.2689336	-0.22774668	-0.27258894	0.15291755	0.22831735	0.3048282	0.23310046	-0.2018357
0.23594134	-0.27322432	-0.16384026	0.17074645	0.17149459	0.26986408	0.20625907	-0.17955531
-0.2997891	0.28671622	0.23186505	-0.18688771	-0.28174806	0.15388024	-0.27638668	0.2596516
0.30073124	-0.23974858	-0.20529616	0.24893953	0.25069928	0.25781992	0.17332046	-0.31381366
0.23814507	-0.14287518	-0.2269594	0.16559348	0.087100774	0.20859829	0.25609967	-0.2176113
0.18656762	-0.21666366	-0.25800774	0.2799454	0.12398274	0.23886758	0.28384507	-0.18313222
0.23517479	-0.18259566	-0.30160853	0.2344625	0.19861981	0.24239178	0.30817646	-0.28045306
-0.21943872	0.23893248	0.21429807	-0.21043207	-0.2989917	-0.32812172	-0.1730432	0.27327552
0.22624175	-0.25275657	-0.18718097	0.23907289	0.22200644	0.25668243	0.21388638	-0.20990102
-0.22184864	0.22598101	0.20250948	-0.15379912	-0.20852296	0.07299029	-0.19961658	0.2583908
0.27879706	-0.22628021	-0.23557076	0.21275926	0.15696473	0.27676985	0.27076703	-0.18263113
-0.25294504	0.24237679	0.17983688	-0.21237625	-0.24022964	-0.28310868	-0.14025791	0.27097508
-0.23523138	0.20933695	0.23571955	-0.19566901	-0.24434347	-0.26205635	-0.15992072	0.27168027
0.22991978	-0.268704	-0.23326576	0.25466633	0.13648301	0.27306807	0.253336	-0.17138003
-0.26396942	0.30275223	0.26300666	-0.25659886	-0.16556954	0.10849107	-0.21509314	0.21405084
0.21634275	-0.12633146	-0.21522573	0.29820982	0.09252882	0.20395856	0.2516503	-0.20251611
0.25944602	-0.27695504	-0.22385764	0.21311833	0.22722754	0.30662224	0.3333978	-0.25007913
-0.19381964	0.20724328	0.29546353	-0.25058243	-0.26586115	-0.1722761	-0.22991915	0.14943692
0.21359468	-0.19166814	-0.15825546	0.1504361	0.07644999	0.19940177	0.22313549	-0.18723576
0.28374347	-0.22157942	-0.18839967	0.23053145	0.26047423	0.22172482	0.25438017	-0.1602527
0.2896031	-0.2234057	-0.27422878	0.23530194	0.1466756	0.3067632	0.265822	-0.2569873
-0.30853337	0.2893573	0.28366274	-0.29176486	-0.31542423	-0.18447499	-0.31020305	0.22290201
-0.24392918	0.16943313	0.27675417	-0.20131709	-0.2259697	-0.19904424	-0.22561204	0.19299197
0.21904154	-0.122512855	-0.19510259	0.2370431	0.07866018	0.20317346	0.18670736	-0.16553871
0.29153085	-0.21894678	-0.23505005	0.16440493	0.14734572	0.20507218	0.24162616	-0.25757816
0.2530431	-0.17964844	-0.22768801	0.24541819	0.116897665	0.27431157	0.23225562	-0.23913644
0.2946275	-0.298047	-0.21561344	0.2600697	0.23302957	0.26233077	0.22572133	-0.2507296
-0.28372064	0.23075774	0.2651521	-0.14619467	-0.3267407	-0.19218248	-0.20265128	0.14966868
-0.27956736	0.2452769	0.20343196	-0.16716315	-0.24124148	-0.20698483	-0.24629058	0.16135263
-0.20252784	0.28530958	0.17144856	-0.2246517	-0.26745132	-0.13014065	-0.31912085	0.19138895
0.25305238	-0.1350707	-0.28419533	0.2208214	0.06480765	0.22726932	0.21551679	-0.2505122
-0.30314806	0.1943735	0.2485895	-0.14495575	-0.30766895	-0.26828748	-0.21664944	0.16155548
0.21449207	-0.22126925	-0.24633905	0.21822028	0.09155814	0.23177727	0.22974297	-0.2052389
-0.24388608	0.2681859	0.3172718	-0.17658474	-0.24629174	-0.23470734	-0.21012345	0.19756149
0.2154419	-0.24232295	-0.28851685	0.20011137	0.19004019	0.173799	0.26979062	-0.17004552
-0.30544436	0.3098476	0.18988082	-0.26329103	-0.30394104	-0.26628056	-0.291204	0.25027665
-0.3095294	0.3014111	0.33405474	-0.30184123	-0.29040718	-0.23142883	-0.35248777	0.111309856
